"Sincerity","Fairness","Greed-Avoidance","Modesty","Fearfulness","Anxiety","Dependence","Sentimentality","Social-Self-Esteem","Social-Boldness","Sociability","Liveliness","Forgiveness","Gentleness","Flexibility","Patience","Organization","Diligence","Perfectionism","Prudence","Aesthetic-Appreciation","Inquisitiveness","Creativity","Unconventionality"
"1","3.67","3","1.5","3.67","2","2","1.67","5","4.67","4.5","4.5","1","1.67","3.67","2","2","3.5","3.33","2.67","1","3","1.33","3.67"
"5","5","5","5","5","3","5","5","1","1","1","1","1","3","1","1","4","5","5","5","3","5","5","3"
"5","3","5","4","2","1","5","1","2","2","2","2","2","5","5","5","1","1","2","1","5","2","3","2"
"3.33","4","3","3","4","4.5","3.5","2.67","2","3.5","1.5","1.5","1.5","2","2","4","4","4","4","3.67","3","4","2.67","4.33"
"4.67","5","1","2.5","3.33","2","1.5","1.67","1.33","4.33","4.5","4.5","2","2.67","1.67","1.5","5","5","4.33","4.33","1","3","2","1.67"
"4","4","4","3","4","3","3","4","4","4","4","4","4","4","4","3","3","2","3","2","3","4","4","2"
"4","5","4","3","4","2","4","2","4","3","3","2","4","4","4","4","1","2","2","4","4","5","4","4"
"2","1.33","2","3.5","4","4","4","3.33","4","1.67","2.5","3","2","2","3.33","4","3","3","2.67","2.67","4.5","4.5","2.67","2.67"
"3.67","4.67","3","1.5","1.67","2.5","3.5","3","2","3.67","3.5","4","3.5","3","2.33","3","2.5","4","3","4","4.5","4.5","4.67","4.33"
"2","5","2","4","4","4","4","2","2","3","2","2","2","4","2","2","2","3","4","2","4","5","2","4"
"3.33","4.33","3.5","3","3.67","4.5","5","2.67","2.33","2.33","2.5","3","1.5","3.67","3","3","3","3.5","4","2.67","3","5","4.67","4"
"2","5","4","5","3","1","3","2","1","1","1","2","1","1","1","2","2","4","2","2","4","3","2","2"
"2","2.33","1.5","4.5","3.33","2","3","3","2.67","3","2.5","3","2.5","4.33","3","5","1.5","3.5","1.33","1.67","3","3.5","1","4.33"
"3","2.33","2.5","2","1.67","1.5","1.5","2.33","2","3.67","3","4.5","2.5","2","1.67","3.5","2.5","2","2.33","2","3","4","4","4"
"3.33","5","5","2.5","1","1","3","3.33","3.33","3.33","3.5","4.5","4.5","4.33","3.67","5","2","3.5","4.67","1.33","5","3","3.33","4.67"
"1","5","4","1","4","4","3","4","2","4","3","2","4","2","2","3","4","5","4","5","3","4","4","4"
"2","1.67","4","3.5","2.67","2","2","2","4","2.67","2","3.5","2","2.67","2.67","4","2","2","2","2.33","1.5","3","2","4"
"2.33","3.67","2.5","3.5","4","5","3.5","5","1","2","2","1.5","1","3.33","3.67","3","3.5","4","3.67","3.33","5","2.5","4.67","4.67"
"3","5","5","5","4","4","4","5","2","2","2","1","5","3","4","4","4","5","4","4","5","5","4","5"
"2","2","4","3","2","3","3","4","5","1","5","4","4","2","4","4","4","3","4","4","3","3","4","3"
"4","4","5","4","5","5","5","5","1","1","1","2","2","2","4","1","2","4","3","2","4","4","3","5"
"2","5","5","1","2","5","4","4","5","4","2","4","4","1","4","2","2","2","4","2","4","5","5","5"
"3.33","3.33","3","1.67","3","4","2","2.2","2.33","2","2","1.5","1","2.25","2.33","2.5","3","3","4.33","2.5","5","5","4","4.33"
"2.67","4","4","4","4","3.5","3","3.33","3.67","2.67","2","3.5","1.5","3","2.33","4","3","3","3","3.67","5","4.5","4","4.67"
"3.67","3","3","3.5","3.67","4","3.5","3.33","2.67","4.67","5","3.5","3","2.33","2.33","3","3.5","4","2","3","4.5","3","3","2.33"
"4","5","3.5","2.5","3.33","4.5","1.5","3.67","3","1","2","2.5","1","2","4","3","4","2","2.33","3.67","2.5","1.5","3.67","3.33"
"4","5","4","2","4","5","4","5","2","4","2","2","3","2","3","2","5","4","4","2","4","5","2","5"
"2.67","2.67","3","3","3","3.5","3.5","3.67","2.33","1.67","2","3","3.5","2.67","3.33","3","2.5","2.5","3.33","3","3.5","4","3.33","3"
"3","5","5","3","1","5","1","1","2","3","1","3","3","5","3","3","5","5","4","4","3","5","3","3"
"2.67","1.67","1","1.5","2.67","2","1.5","2.67","4.33","4.67","4.5","5","1","1.33","1.33","3","3","3.5","3","1.33","2","2","4.67","4.67"
"2.33","5","1","4.5","3.67","4.5","4.5","3.67","4.67","3.67","3.5","4","1","2.67","3.67","2.5","2.5","1.5","4.33","2.33","3","5","2.33","5"
"3","2.33","4","4","4","3","3","3","4","2.67","1.5","2.5","2","3.67","3.33","4","4","4","3","3.33","5","4.5","3.33","4.33"
"2","5","3","1","2","4","2","2","4","5","5","4","5","4","4","4","3","4","2","3","4","4","4","4"
"4","5","4","4","3","5","3","2","2","2","1","2","4","4","4","4","2","5","5","4","4","5","4","5"
"3","2","3","3","3.33","3","4","2.67","2","4","3.5","2","2.5","4.33","4","4.5","2.5","3","3.33","3.33","2.5","3","3.33","2.67"
"4.33","5","5","5","2.33","5","1.5","2.33","5","3.33","1","1","3.5","4.67","4.33","5","4","4","4.67","4.33","5","4","3.67","2.67"
"4","5","2","4","5","5","5","1","5","4","5","2","5","2","4","5","1","1","1","1","5","5","4","5"
"1","2","4","3","3","4","2","2","2","3","3","3","2","1","1","1","2","2","2","2","4","2","2","2"
"1.67","4.67","3.5","4.5","3.67","5","4","4.33","3.33","3","2","3","1","2.67","2.67","3","1.5","2","2","2","3","4","2","2.33"
"2","3","4","3","4","4","2","5","4","2","2","4","5","3","4","4","1","2","2","1","4","5","5","5"
"2.67","2","1","3","2.33","2","2","2.33","3.33","3.67","3","4","1.5","2.67","3.33","3.5","2","2.5","2.67","2.33","5","4.5","3.33","4"
"3.67","2","1.5","1.5","3","2.5","3","2.67","3.67","4.33","5","5","1","1","3.67","3","2.5","3","3.67","1","1","1","1.67","2.33"
"5","2","4","1","2","1","1","1","5","2","5","5","4","1","3","4","2","2","2","2","1","1","5","5"
"5","5","5","4","3","2","2","3","4","4","2","3","4","3","4","3","4","5","5","4","5","5","4","5"
"3","1","5","1","5","5","3","1","5","5","5","5","5","1","1","1","3","5","3","1","3","5","5","1"
"3.67","2.33","1","2","1.33","1.5","1.5","1.67","5","4.33","5","5","3.5","1.67","1.33","1.5","2.5","3","3.67","2","1","1","1.33","4"
"1","4","5","1","1","2","2","2","3","5","2","4","5","5","4","4","4","4","4","2","5","5","5","5"
"3","2","4","4","2","4","1.5","2.67","2.67","2.33","1.5","1.5","1","2.33","3.33","5","2","3","4","2.67","4.5","4.5","4","4.67"
"3.67","2.33","3","3","4.67","5","5","5","2.33","3.67","3","4.5","3","2.33","1","3","3","5","5","3.67","3","3","2.33","3.67"
"4.67","5","4.5","4.5","2","5","3.5","5","2","2","1.5","1.5","3","3.67","1.33","1.5","2.5","4","4.33","2.67","4.5","4.5","3.67","4"
"3","5","1","3","1","3","5","3","3","1","3","3","3","3","3","3","5","3","5","5","1","1","1","3"
"3.33","1","1","1.5","4.67","5","4.5","3.67","1.33","3.67","5","5","3.5","1.67","1.33","3","2.5","4","3.67","3.33","4.5","4","4.67","5"
"3.67","3.67","3","5","5","5","3.5","4.67","4.67","1","1","2","5","3.67","1.67","5","3","4.5","4.67","4","5","4.5","4.67","4"
"1","5","5","2","1","2","2","2","1","4","1","1","4","4","2","4","5","5","5","5","5","5","5","5"
"3","4.67","3.5","4","4","5","3.5","4.33","2","1.67","2","1.5","3","3.67","3.33","4","2.5","4","4","3","4","3.5","2.33","4"
"5","5","5","5","1","2","5","4","2","4","4","2","2","3","5","5","1","1","2","1","5","5","5","5"
"5","5","2","5","4","1","1","1","2","1","1","4","1","1","1","1","4","3","2","4","1","1","1","1"
"3.33","3.33","3","4","3.33","4","3.5","3.33","2.33","2.67","2","3","2","2","3.33","3.5","2","2.5","3.33","1","1.5","2","2.33","2.67"
"1","5","5","1","5","5","5","1","1","5","1","1","1","5","1","1","5","1","5","1","1","1","5","1"
"2.33","5","1.5","3","4.67","5","3.5","2.33","3.33","2.33","4","2.5","1","3.67","3.33","1.5","2","3","2.33","3.67","4.5","1.5","5","2.67"
"2.67","2.33","2.5","1","2.33","2","2","2.33","5","3.33","2","3.5","4","4.33","3","4.5","5","4.5","3.33","4.33","2","3","2.67","3.67"
"5","2","1","2","1","1","1","1","1","4","1","3","1","5","3","5","5","2","4","4","3","4","4","5"
"5","1","1","3","1.33","1","1","1","3.67","2.33","2.5","3.5","1","5","5","5","1","1.5","1","3.33","4.5","5","4.67","5"
"4","2","4","4","3","4","4","2","4","2","4","2","2","2","2","4","4","2","4","4","2","4","2","4"
"5","5","5","3","2","1.5","3","4","5","1.67","1","2.5","2.5","3.33","2","3.5","3.5","3.5","5","4.67","4","4.5","5","4.67"
"1","4","4","3","2","4","2","4","5","4","3","4","5","2","4","4","2","2","3","1","2","5","5","2"
"2","4","4","4","3","3","3","4","2","3","2","3","4","3","3","3","2","2","3","2","4","4","4","4"
"3","3","4","3","4","1","4","1","1","3","2","3","3","1","3","3","4","3","3","2","4","2","3","2"
"3.33","5","5","4","4.67","5","4","3.67","3.33","1.67","1","1","2","3.67","2.67","5","3.5","1.5","4.67","2.67","4","3","4.67","4.33"
"2.67","2.67","3","3","3.33","2.5","1","3.67","3.33","2.67","1.5","2","2.5","3.33","3.33","3","3","3","3.67","3.67","2.5","2","3","2"
"4","5","4","3","4","4","2","5","3","2","2","2","2","2","4","1","2","3","4","2","5","1","2","4"
"3","4.33","3","2","3.67","3","3.5","2.67","2.67","1","2","3","2.5","2.33","3.33","4.5","4","3","4","3.67","1.5","2.5","1.67","2"
"3.33","3","3","5","4.33","4.5","4.5","4.33","4.33","1.33","2","3.5","3.5","2.33","3","3.5","3.5","3.5","3.67","3","3.5","4","3.33","3.67"
"2","5","5","5","4","5","5","3","3","1","2","2","4","3","4","4","3","2","2","1","3","3","1","2"
"2.67","1","1","1","2.67","3","2","2.67","1.33","5","5","4.5","5","2.33","2.33","3","2","4","4.33","2","4","3.5","5","4.67"
"3.67","2.67","4","3","4","3.5","3.5","3","2.67","1.67","3","3.5","3.5","3.67","3.33","2","2.5","3.5","3","3","3.5","3","3.67","3"
"2","2","5","4","5","4","5","3","2","1","4","2","4","4","4","4","4","1","2","2","5","4","5","5"
"2","4","1","4","5","2","2","4","4","2","3","3","4","2","4","2","2","1","2","2","5","4","4","5"
"3","2.67","4","3","3.67","3","2.5","3","4","3.67","3","4","3.5","3.33","2","4","2","2","2.33","3","3.5","4","3.33","4.67"
"2.33","4.67","3.5","3","3.33","4","1","1.67","2.67","3.67","1.5","2.5","1","1.33","2.33","3","2","4","4.33","3.67","5","2","2.67","5"
"1","3","1.5","2","4","5","5","4.33","2.67","2","3.5","2.5","1","2.75","2.25","3","1.5","4.5","3.67","4","4.5","4.5","4.33","5"
"3.67","3.67","4.5","4.5","3.33","3.5","4","2.67","4.33","3.67","3.5","4","4.5","3.33","1.33","5","4","3.5","3.67","2.33","4.5","4","3.67","3.33"
"2.33","3.67","3","3","1","1","1","1","3.67","2.33","3","1","3","3.67","5","3","3","1","1","2.33","3","3","3.67","3.67"
"2","1","5","3.5","5","5","4","2","3.33","3.33","3","2","5","4","2.67","4.5","4.5","3","5","4.33","5","5","5","5"
"2.67","3.67","3","3","4.33","4.5","4","4","4.33","2","2.5","2","2.5","2.67","3.33","2.5","2","2","3","2","3","2.5","3.67","3"
"3.67","1.67","5","1.5","1.33","1","2","1","4.33","4","1.5","1.5","4.5","3.33","2.67","5","1.5","1","3.67","3.33","2.5","5","5","5"
"1","1","2","5","1","1","1","1","4","4","3","4","5","5","5","5","5","2","1","4","1","5","5","2"
"3.33","5","5","3","2","4.5","2.5","2.33","4","1.67","3","4","3","2.67","2.33","2","4","4","4","5","4","4.5","4.33","2.67"
"4","5","5","5","5","4","5","1","5","1","3","4","5","4","5","2","5","1","2","1","4","4","2","1"
"1.33","2.33","3","2","2.33","1","3","2.33","2","5","3.5","5","1.5","1.33","1","2.5","3.5","5","5","1","1","2.5","5","3.33"
"4.67","4.67","2","2.5","3.67","3.5","2","2.67","2.33","2.67","1","1","1","1.67","1.67","2.5","5","4","4.33","4.67","3","3.5","2.33","3.33"
"5","3.67","5","3","1.67","4.5","1","5","2.33","3.33","1","2.5","2","1","1.33","3.5","4.5","3","3.67","3.67","2.5","3","3.67","2.33"
"3.67","2.33","3.5","2.5","4","5","4","4.33","2","3","3.5","3.5","3","1.67","2","2","2.5","3.5","3","1.33","4.5","3.5","4.67","4.33"
"3","1","3","3","2.67","2.5","1.5","3.33","1.67","1.33","1.5","3.5","1.5","2.67","2.33","3.5","1","2","2","1.33","2.5","2.5","1.67","3.33"
"1.67","3.33","3","3.5","4.67","5","3","4.33","5","4.33","4","5","3","4.33","3.33","5","2.5","4.5","4.67","4.33","5","4.5","5","5"
"1","5","1","1","2","2","1","2","4","5","4","1","4","5","4","5","2","5","2","2","2","5","5","5"
"2.33","3","3","3","1.33","2","2","3","1.33","1.33","2.5","1","1.5","3.33","1.33","4","3.5","2","4.33","3","4.5","2.5","5","3"
"1.33","2","1.5","1","1","2","1","1.33","3.67","4","4","4.5","1","2.33","3","2.5","2","3.5","2.33","2.67","4.5","4.5","3.67","4"
"3.67","3.33","3","4","4","4","2.5","2.33","2.67","2","3","2.5","1.5","4","2.33","4","2","1.5","4","1.67","2.5","3","1.67","2"
"3.67","5","3.5","2","3.67","4.5","3.5","3","2","2.33","1","3.5","1.5","3","2.67","3","3","4","2.67","2.33","3","3","4","4"
"3.67","4","4","3.5","4.33","4","3","3","4.33","1.33","1","2.5","2.5","2.33","2","2","3.5","4","4","3.67","3","4","3","3.67"
"2.67","3.67","4.5","5","4","5","1","1","1.33","1.33","1","1","1.5","3","4.33","5","4","4","4.67","5","3","1.5","4.33","5"
"2.67","3.33","3","4.5","1.33","1","3","4.67","1.67","2","5","5","5","4.67","4.33","4.5","3","1.5","1.67","2","3.5","4.5","4.33","4.67"
"1","5","4","3","2","4","4","5","3","4","3","3","4","5","5","5","2","4","4","3","5","5","3","5"
"3.33","2.67","3","2","3.33","3","3","3.33","2.67","3.33","4","3","4","3.33","2.67","3","3","3","3.33","2","3","3","3.33","2.67"
"4","2","3","2","5","4","2","4","5","5","4","5","4","2","3","4","1","3","4.5","1","1","1","4","1"
"3.33","4.33","4","5","5","5","4.5","4.67","3.67","1.67","2","3.5","3","2","2","1.5","4","3","3","3","3.5","3","2","3"
"2.67","5","3","4","3.67","4","4.5","3.33","4.33","4","4","2","2","4.33","4.33","5","2","3","3.67","3.33","5","4.5","3.67","4.33"
"2.33","2.33","4.5","5","4.67","5","5","3.67","5","1","1","2.5","1","1.33","1.33","1.5","2","1","2.67","1.67","4","3.5","4","3"
"1","5","5","2","5","5","5","1","1","3","1","5","2","1","1","1","4","5","5","5","4","5","3","2"
"3","2","5","2","1","1","2","1","1","1","1","1","4","5","4","4","4","5","1","1","4","5","5","5"
"1","1","1.5","1.5","5","3","3","2.67","4.67","1.67","1","1.5","5","4","2.33","5","4","4.5","4.33","3.33","3.5","4.5","3.67","5"
"2.67","5","1.5","4.5","5","5","2","3.67","1.67","2.33","3","1.5","1","3.67","4.67","4.5","1.5","1","2","1.33","4.5","4.5","5","4.67"
"2.33","5","3","4","5","5","3","4.67","2.33","3","1","1","2.5","3.33","2.67","4.5","5","4.5","4.33","3.67","2.5","4.5","4.67","4"
"5","1","5","5","1","1","1","1","3.67","2.33","1","1","1","3.67","2.33","5","3","1","1","2.33","3","5","2.33","5"
"3.67","3","2","3.5","3.67","4","4","2.33","4.33","2.33","1.5","2.5","3","2.67","2.33","3","3.5","3","4","4","2.5","3.5","2.67","2"
"4.33","5","3.5","4","3.33","3","3","2.33","3.67","2","1","2.5","2","2.67","2.33","5","3.5","2.5","4","4.33","2","2.5","1","3.33"
"1","1","1","1","1","1","1","1","5","5","5","5","5","2","5","5","1","1","1","2","5","3","1","5"
"4","4.67","3","2.5","3","4.5","4.5","1.67","4","3.33","3.5","3","1.5","3.67","3.33","3","4","5","2.67","1.67","4","4","3.67","3.33"
"3.33","3.33","3.5","3.5","4.33","4.5","4","4","3.67","2","1.5","3.5","2","3","2.67","4","2.5","1.5","3.33","1","4","3.5","4","4"
"3.67","2","3.5","3","3","2","2.5","2.67","1.33","4.67","5","5","2","2.33","2.67","2.5","2.5","5","3.67","2.67","5","5","5","5"
"1","1","1.5","3","5","4.5","2.5","2.67","3.67","4.67","5","4","1","3.33","3","5","1.5","3","2.67","3","3","5","4","4.67"
"1","1","1","5","3.67","5","4","5","1","1","1.5","1","1","4.33","3.33","5","2.5","3","3.33","1.33","5","4","3.67","5"
"3.67","5","3","3.5","4.33","3","3.5","3.67","2.67","1.67","2.5","2","1.5","2.33","4","3.5","3.5","3.5","3.67","3.33","4","3.5","3","4"
"2.67","2.67","3","3","2.33","2","2","4.33","2.67","2.67","3","2","5","3.67","3.67","2","2.5","4","3.33","3.67","4.5","4","3.67","4.33"
"3.67","4.33","4","5","3.67","2","3.5","2.67","1.33","1.33","1.5","2.5","3","4","4.33","4","2.5","2.5","3.33","2.33","4","4","2","3.67"
"1","4","4","4","3","4","4","2","1","1","1","2","1","4","1","1","4","4","5","4","5","2","2","4"
"2.67","3.33","4","2","4.33","3","4.5","3.33","4.33","1","1","3","2.5","3","3.33","2.5","1.5","2.5","3","2.33","3.5","3.5","2.33","3.67"
"3.67","1","5","3","5","3","3","2.33","1","2.33","1","3","3","3.67","5","3","1","3","2.33","3.67","5","1","3.67","5"
"1.67","4.67","4","4.5","3.67","4","3.5","4.67","1.67","3.33","2","2","2","4","3.33","4","2","3.5","4","3","4.5","4.5","4","5"
"2","4","3","3","4","4","4","4","3","2","2","3","2","2","2","2","2","4","3","3","3","3","3","3"
"3.67","4","4.5","4","3.67","4","4.5","3.33","2.67","2.67","2","2","2","5","2.67","4.5","2","2.5","3","2","3.5","3.5","2.67","3.33"
"4.67","5","1.5","5","4","1.5","2","4.33","4.33","3.67","4","4.5","2.5","3.67","5","4","2.5","2.5","3","2","5","4.5","1.33","4.67"
"4","5","4","4","3","4","4","4","4","2","3","3","4","2","2","2","4","4","3","4","5","4","4","4"
"5","5","3","5","5","5","5","5","1","1","1","3","5","3","5","3","2","1","1","2","5","3","5","5"
"3","5","1","2","1","1","1","2","5","5","4","5","3","5","1","3","5","5","4","5","1","4","5","4"
"4","2","3.5","3","4.33","4.5","3.5","3.33","2.67","1.33","1","2.5","1","1.33","2.33","1.5","3.5","3.5","2.67","2","1.5","4","4.67","2"
"2.33","3.67","3","3","1","1","1","1","2.33","2.33","3","1","3","3.67","5","3","3","1","1","2.33","3","3","3.67","2.33"
"3.33","2.33","2.5","5","3.67","4.5","3","1.67","5","3.67","2.5","3","4","2.33","2","3","1.5","2.5","4.33","2.67","1","4.5","4","1.33"
"2","1","4","5","4","2","5","3","1","2","1","2","5","4","4","2","2","2","4","1","4","2","4","2"
"3.67","4.33","3","3.5","4","4.5","4","4.33","1.33","1.67","2","1","2","3.33","2.33","2.5","3.5","3","4.33","3.33","2","3","1.67","3.33"
"2.33","4.67","4.5","5","4.67","5","4.5","5","2.33","4.33","4.5","2.5","4","4.67","4","4.5","4","4.5","5","4.67","4","4","4","4.33"
"1","5","5","5","3","5","1","5","5","1","5","3","1","3","5","5","5","1","5","5","5","5","5","5"
"3.33","4.33","2","3.5","3.75","1.5","2.5","2","2.67","3","4","3","2","3.67","3.67","3.5","1","4","3","1.6","4.5","2","3.33","3.33"
"1","3","3","1","5","5","5","4","1","1","3","2","4","2","4","2","3","2","3","3","5","4","3","3"
"3.67","2.67","3","3","3.33","3","4.5","2.67","3.67","5","5","5","4.5","2","3.33","3","3","4.5","3.33","3.33","2.5","4.5","3.67","3.33"
"4","1.33","5","4.5","2.67","2","2","2","1.67","1","1","3","2.5","3.67","3.67","4.5","2","1.5","2.33","1.67","5","4.5","4.67","5"
"2","2.33","1.5","4","2.67","4.5","3","4","3","4","3.5","5","2","3.33","3","4.5","2","2.5","2.33","2.67","4","2.5","4.33","4"
"1","4","4","2","5","5","2","5","4","4","4","5","4","4","4","4","3","2","2","4","4","4","5","5"
"3.33","3.67","3.5","2.5","2.67","3","2.5","3.67","3","4","4","4.5","4","2.67","3.33","4","2.5","4","2.67","3.33","4.5","4","3.33","3.67"
"2","5","4","1","1","2","1","2","4","5","5","5","5","5","4","5","5","5","4","5","5","3","5","4"
"1","1","1.5","2","4.33","5","4.5","2","2.33","1.33","1","1","1","4.67","5","5","1","5","4.67","2.67","5","4","5","5"
"3.67","3","2","3","3.33","1.5","2","1.33","3.25","2","2.5","3","2.5","3.33","4.33","4.5","4.5","3","3.33","4","3.5","3.5","1.33","2.33"
"4","5","4.5","4.5","4.67","5","3.5","5","1.67","2.67","1","1.5","1.5","2.33","1.67","3.5","5","3.5","5","3.67","4.5","5","5","5"
"4","4.33","3.5","2.5","2.33","1","2","1.33","4.33","1.33","1.5","3.5","1","1.67","3.33","4.5","1","3.5","1.67","2","5","1.5","3.67","3"
"5","5","4","4","4","5","1","1","1","1","3","1","1","1","5","1","5","5","5","2","3","1","5","3"
"5","5","5","5","2","2","1","2","5","4","2","4","4","1","2","2","4","4","4","5","5","4","2","2"
"4","4","4","5","3","4","2","1.67","1.67","2.67","1","1.5","4","2","2.33","4","3","3","3.67","3","4","4","4.33","5"
"5","5","5","4","2","2","1","2","4","3","2","4","2","1","3","5","4","5","5","4","1","3","5","1"
"3","3.33","2.5","3.5","3.67","2","4.5","4","3.33","2.67","4.5","4","1.5","3.33","4","4.5","3","3","3.33","2","4","4.5","4","4"
"2.33","1.67","4.5","3","3.67","1.5","2.5","2.33","1","1","1","4.5","3","3","2.67","4","1.5","3","3","2.33","2","1.5","1.67","2"
"5","4","1","1","5","1","1","1","5","2","3","4","1","1","3","4","4","1","4","4","1","2","5","5"
"1.33","5","2","3.5","5","5","5","5","1.33","1","2.5","2","1.5","4","4","4.5","2.5","3","5","3","4.5","2","4.33","2.67"
"4.33","2.67","4","3.5","4.33","3","2.5","2","4.33","2","2","3.5","1","2.67","3.33","2.5","1","2","2","2.67","3.5","2","3.33","3.67"
"3.67","2.33","3","4","3.67","1","4","1.67","4.33","1","2.5","2.5","4.5","1.67","1","1.5","3","4.5","4.33","4.33","1","4.5","5","4.67"
"3.33","5","5","3.5","2","4.5","2.5","2.67","2.67","4.67","4","2.5","4","3","1.67","3","4.5","4.5","4.67","4.33","4.5","5","3.67","4"
"2","4","5","2","4","5","1","4","1","2","1","1","1","1","1","1","4","4","5","4","4","4","5","5"
"2","4","2","2.5","4","5","4","3.33","2","1","2.5","3","2.5","4","2","4","3","2","4","2.67","4","3.5","4","3"
"3","2.67","4","4","4","4","4","2.33","4.33","1.67","1.5","2","2.5","2.67","1.67","3.5","2","3.5","3.33","2","2","3.5","2","2"
"2","3.67","3","2","1.33","1","4","3.33","4.33","4","4","5","4","3.67","3.67","4","2","2.5","1.67","1.67","3","1.5","2.33","4"
"4","4.67","3","4","3.67","3.5","4","3.33","2","2","2","2.5","1","3.33","3","4","2.5","3.5","2.67","2.33","4","3.5","2.67","3.67"
"2.33","2.33","2.5","4","3.33","2.5","4.5","3.33","2","2.67","3","3","3.5","2.33","2.33","3.5","2","3","2.67","2.67","4","1.5","3.33","3"
"1","3","4.5","3","2.33","1.5","3","3.33","4.33","5","4","4.5","3","4","4","4.5","2","4","3.67","2.33","4.5","4.5","4.67","5"
"3.67","2.33","3","4.5","5","1.5","5","3.33","2.33","2","4","3.5","5","3.33","4","5","1","1","1.33","1.67","3","1","1","3.33"
"4","5","4","5","5","5","3","5","2","1","1","1","2","2","2","1","3","4","3","3","4","3","4","4"
"2","2.67","3.5","4","1.67","2.5","1.5","1.67","3","2.67","2","2.5","2","3.67","2.33","5","4","3","4.33","4","4","3.5","4","4.33"
"5","5","5","1","1","1","1","3","5","5","5","5","5","5","5","5","1","1","1","1","5","1","1","3"
"2.67","1","2.5","2","2","1","4","1.67","2.67","3.67","1.5","3","1","1.33","1.67","5","3","2.5","3","1.33","1.5","3","2.33","2.33"
"4","5","4","4","3","4","2","2","2","2","2","3","3","2","4","2","3","2","2","4","4","2","2","4"
"3","2.75","3","5","4.67","4","3.67","3.75","1","1","1","1.5","2","4","3","3","3","2","2.33","3.67","1","3","1","3"
"4.67","4.67","2","1","3.67","3","3","2","4.67","4","1","2","1","1.33","1.33","1","5","3.5","5","5","3.5","4","2","3.67"
"3.33","5","5","4.5","3","4.5","2.5","4.67","2.67","3.33","2","3","4","4.67","2.67","4.5","4.5","5","5","3.67","4.5","4.5","4.67","3.67"
"5","5","3.5","5","5","4.5","3.5","3.33","1.67","2.33","3","2","1","3.33","4","5","4.5","3","3.33","2.33","1","5","3.67","2"
"3","3","5","4","3","3","5","5","4","4","4","3","3","4","2","3","2","4","2","2","5","2","5","2"
"2.33","2.67","2","3","2","2","3.5","3.67","3.33","3.33","3","3","4","2.67","2.67","4","4","4","3.33","4","5","5","4","4.33"
"3.67","4.33","2","3","3.33","3.5","3","4.33","2.33","2.33","2","3","1.5","4","3.67","4.5","2.5","2.5","2","2.33","2.5","3","5","3"
"4","3.67","3","4.5","3.67","3","2","2","3.33","3.33","1","3.5","1","1.33","2","3","4","4","5","3.5","4","4.5","3.33","4.67"
"4.67","5","5","3.67","2.67","1.5","1","1.33","3.33","2","1","3","4.5","2.67","4","5","4.5","4","3.67","5","5","4.5","4.67","4.67"
"2","2","4","4","3","4","4","1","4","2","2","2","4","4","4","4","4","5","2","5","2","3","2","4"
"3.33","3.67","2.5","2.5","4","3.5","2","2.67","3.67","2.67","2","2","1.5","2.67","3.67","3.5","4","4","4","4","3.5","3.5","2.33","3.67"
"4","5","4","5","1.67","1","2.5","1.33","3.67","1.67","1","2.5","2.5","1.67","1.67","3.5","1","4","3","1","1","3","1.67","3.33"
"2","4","4","3","4","5","5","5","5","4","5","4","3","2","2","2","2","2","4","2","4","2","4","5"
"3","2","5","3","1","4","2","3","4","1","1","3","2","4","5","3","3","2","4","2","4","4","5","4"
"3.67","2.33","3","3.5","3.67","4.5","2","1.67","1","1","1","1","2","2.67","1.33","4","4","3","3.67","3.67","4","3.5","4.33","4"
"3","4","3","4","4","4","3","4","2","2","2","2","3","3","3","3","4","4","5","5","4","5","5","4"
"2","5","2","3","2","3","4","3","3","4","3","3","1","2","2","2","4","4","4","3","4","5","4","4"
"2.67","3.67","3.5","2","4.67","2.5","3","1.33","3.33","2","1.5","3.5","4","2.67","1","4.5","2.5","3","4.67","3.33","3.5","5","4.67","5"
"2.67","3.33","3.5","3","2.67","3","2.5","2","3","3.33","1.5","3.5","3.5","2.33","2.33","3","4","3.5","3.33","4","3","5","3.67","4.33"
"3.67","2.33","4","2.5","4.67","3","3.5","2.33","2","3.67","3","4","3","3.33","2.33","3","2","4.5","3","3.33","4.5","4","2.67","4"
"3.67","3.67","4","4","2.67","1","1.5","1.67","3.33","1.33","1","4","2","3","2.67","5","3.5","2","3","3","3","4.5","3","4.33"
"1","5","3","5","5","5","5","5","1","1","1","5","1","1","1","1","5","4","4","5","1","1","1","1"
"2","3.33","3.5","4.5","2","3","2.5","4.67","2.33","2.33","1.5","3","1.5","1.33","2.67","2.5","4.5","3.5","3.33","3.33","5","4","3","3.33"
"3.67","3.33","3.5","2","4.67","4.5","3.5","2.67","5","2","1.5","1","4.5","2","1","1.5","2","3.5","4","3.67","3.5","5","5","5"
"2","5","5","3","5","4","2","4","3","1","1","5","3","2","3","1","2","4","2","2","5","5","5","5"
"3.67","2.67","5","3.5","3.67","3","3","3.67","2.33","1","1.5","4","4.5","2.67","3.67","2.5","1","3","1","2","5","1","3.67","4.33"
"3","3.67","3","5","5","4.5","3","4","4.33","1","1","3.5","4.5","4.33","4.67","4.5","2.5","3.5","3.67","4","4","4","2","3.67"
"4","5","5","3","2","5","4","5","4","2","4","3","5","5","5","5","3","4","4","2","5","5","4","5"
