"Honesty-Humility","Emotionality","Extraversion","Agreeableness","Conscientiousness","Openness"
"2.9","3.2","3","4.1","1.6","4.3"
"3.1","3.6","2","2.6","4.1","4.3"
"2.2","2.6","4.2","4","2.2","4"
"3.5","3.8","1.9","4","2.9","3.7"
"4.5","3.2","2.9","3.2","3.5","4.9"
"3","2.25","1.25","5","4","3.5"
"2.5","2.9","2.8","2","3.1","3.5"
"3.6","4.2","1.9","3.2","1.7","2.8"
"1.75","1.75","3.75","4.75","1","4"
"3","3.4","1.4","2.3","3.8","3.4"
"2.3","3","1.7","2.1","3.5","2.3"
"4.1","3.5","2.2","2.1","2.9","2.9"
"3.3","4.1","1.8","3.2","2.6","4.4"
"2.8","3.2","3.1","4.1","2.6","2.9"
"3.4","4","5","3.8","2.1","4"
"2.25","4.25","2.25","1.75","1","2.5"
"2.1","4","3.4","3","2.5","4.3"
"4.3","5","1.3","3","4.3","4.9"
"2.1","1.1","4.6","3","1.8","2.3"
"3","4","4","3.5","1.75","2.5"
"3.5","1.9","1.5","3.7","3.6","3.1"
"4.3","3.4","2","3.8","2","1.6"
"4","5","2.25","4.75","3.75","4.5"
"4","2","1.5","2.9","3.4","4.5"
"2.2","4.3","1.9","2.8","1.9","2"
"3.9","2.5","2.4","3.5","3.2","3.7"
"4.3","3.3","2.7","3","4.6","4"
"4.25","4","3","4.25","4.5","4.5"
"3.09","3","1.73","1.9","1.4","3.3"
"2.7","3.4","4.6","3","2.2","2.2"
"1.75","3.25","2","1.5","4.25","4.5"
"2.4","3.1","3.1","2.6","2.9","2.7"
"3.6","2.4","2.9","2.5","2.1","3.7"
"3.6","2.5","2.3","2.7","2.2","3.1"
"3.75","3.75","2.5","3.75","4.75","4"
"2.75","3.75","3","2.25","3","4.75"
"2.7","4.9","2.4","3.1","2.6","3.7"
"2.3","2.2","2.4","2","2.5","4.5"
"3.6","3.5","1.6","2.1","2.7","3.7"
"3.6","2.7","2.4","4.2","2.1","2.4"
"3.6","3.6","2.8","2.7","3","3.3"
"3","2.8","3.3","3.7","2.8","3.6"
"3","3.2","4","3.2","3","3.8"
"3.4","3.3","2.5","2.6","2.8","3.8"
"3.9","3.3","3.6","1.5","4.2","4.9"
"1.5","3.6","2.7","3.2","2","4.3"
"4","3","1","1.5","2.5","4.25"
"3.3","1.3","3.6","3.6","4.2","5"
"3","3.25","3","1.75","2.5","5"
"1.9","4.2","4.8","4.6","1.7","2.8"
"2.75","4","2.5","1.5","3.25","3"
"3.4","3.6","1.1","1.5","3","3.2"
"3.1","3.3","3.5","2.8","2.5","4.3"
"3.7","4.2","2.5","4.6","3.7","3.8"
"3","2.6","1.2","1.73","1.8","1.8"
"2.25","3.75","3.5","1.5","4.25","4.5"
"2.6","2.3","2.3","1.5","4.9","4.5"
"2.6","3.6","3.4","3.6","3.5","5"
"5","3","1.75","4.5","3.5","5"
"3.5","4","1.25","1.75","4.25","5"
"3.4","3.6","4","4.4","1.4","3.3"
"1.9","3.1","4.2","4.5","3.7","4.3"
"3.2","3.4","2","1.7","1.8","2.9"
"2.6","3.8","3.1","3","2.8","4.7"
"2.5","4","2","4.5","1.75","3"
"2.9","3.8","2.6","1.9","2.4","3.3"
"3.2","3","3.1","2.3","3.2","4.8"
"2.75","4.25","3","2","4.25","2"
"3.75","3","3","2.75","3.75","3.75"
"3","1.2","4","4.2","1.8","5"
"3.25","3.5","2.75","3.25","3","2.5"
"3.75","2.5","4","3","3","4.5"
"3.8","3.9","2.3","2.3","2.8","3.8"
"4.6","4.8","1.2","3.9","2.1","4.6"
"2.6","2.9","3.9","3.4","2.2","3.3"
"4.5","4.8","1.7","3.2","4.1","3.3"
"4.75","2","3","4.75","2","3.75"
"2.2","3.7","2.9","1.3","1.8","2.2"
"2.4","1.9","4.7","3.3","3.5","4.5"
"3.4","3.2","3.2","1.7","3.2","2.9"
"3.8","3","1.1","1.9","4.9","3.1"
"3.9","3.3","3.4","3.8","1.9","4.3"
"5","4.5","1","1.75","4.25","3.5"
"2.6","2.3","3.5","1.4","5","4.8"
"3.3","3.3","3.5","2","3.5","3.5"
"2.25","1.75","1.25","3.75","2","3.5"
"1.4","2.1","3.3","2.1","4.5","3.1"
"4","1","4","4.75","3","4.75"
"4.2","4.6","2.9","4.6","2.2","4.5"
"3.4","2.8","3","2.4","2.7","4.6"
"3.5","3.9","3.3","1.7","4.2","3.7"
"4.1","4.5","2.1","2.6","2.9","2.3"
"4.9","2.3","2.7","3.8","3.3","3.1"
"3","3.5","4.75","5","3.5","3.75"
"4.3","2.4","3","3","2.25","2.1"
"4.6","3.1","2.9","3.9","1.7","4.5"
"3","5","3.4","2.2","4.2","3"
"3.5","2","3.1","2.7","2.2","3"
"2.7","3.3","3.4","3","2.9","3.3"
"3.1","4.7","1.4","2.3","2.9","3.6"
"1.5","2.3","3","2.6","2.6","4.3"
"3.5","3.9","1.5","3.7","2.8","3.1"
"4","2.25","4.75","4.25","2.5","4.75"
"3.6","3.6","4.3","2.8","2.8","2.9"
"3","3.75","4","2.25","4.25","2.5"
"2.25","1.5","2.25","3.5","4.5","4"
"2.5","3.8","2.8","1.6","3.3","4.5"
"3","3.3","3.3","2.5","2.9","3.3"
"3.1","1.9","2.7","3.7","1.1","2.4"
"3.6","3.6","2.3","2.5","3.1","3.7"
"2.5","3.1","2.8","1.6","2.5","3.9"
"5","3.75","1","2.25","1","3.25"
"2.3","2.2","3.7","4.2","1.8","4.9"
"2","3.7","4.6","2","1.1","4.2"
"3.9","2.5","1.9","2.1","3.9","4.1"
"2.75","1.8","4.75","1.25","5","3.75"
"3.5","3.25","3","3","3","3.5"
"3.9","4.1","2.1","3.2","3.8","3"
"4","4.5","5","1.5","1.75","5"
"3.7","2.4","3.1","3.7","2.6","2.5"
"2.7","3.9","3.8","1.6","3.7","3.9"
"2.4","2.3","4","2.4","2.5","4.8"
"3.7","3.2","2.4","3.6","3.9","2.6"
"3.7","4.6","3","2.7","2","3.1"
"2.9","2.4","1.3","2.9","2","3.7"
"3.1","3.2","3.6","3.1","3.6","3.9"
"3.75","3.5","4.25","3.5","4.5","4"
"4.25","3","2.75","2","1","1.5"
"3.7","4.7","3.5","4.1","3.3","4.6"
"2.5","4.7","3.7","1.8","2.7","3.7"
"2.9","2.1","2.6","2.6","2","4.4"
"3","4","3.75","4.25","3","4.75"
"3.7","2.7","2.4","1.7","3","3.7"
"4.25","3","2.25","2.75","3.5","4"
"3.25","2.75","2.25","3.5","3.75","4"
"3.8","3.7","1.82","1.5","3.1","4.5"
"4.5","4.75","1.5","3.25","1.75","3.25"
"4","1","2","4","1","2"
"3.5","4.25","2.75","3.5","2.5","4"
"3.5","2.5","2.6","2.6","1.8","4.3"
"3.25","3.5","3.75","1.25","3.5","4"
"2.5","3.5","4.5","2.25","4","3.75"
"3.5","1.5","2","3","1.75","1.75"
"2.6","3","3.4","3.5","2.8","3.8"
"3.2","4.4","1.5","3.2","3.5","4"
"2","4.75","4.75","2.5","2.5","4.75"
"3.2","2.6","2.8","2.5","3.4","4.1"
"3.7","3.1","3","3.7","3.8","3.6"
"4.3","3.9","2.7","2","3.8","3.9"
"3.4","3","2.5","3.2","3.8","2.6"
"2.75","1.5","4.75","3.75","3.25","2.5"
"2.5","3.25","3.75","3","2.5","2.75"
"3.4","4.2","2.3","2.2","2.7","3.8"
"2","2.5","3.3","2.7","2.4","4.3"
"3.5","3.4","1.8","4.1","2.5","3.4"
"3.5","3.3","2.4","3.6","2.5","3.7"
"4.7","2.8","3","3.8","4.3","4.1"
"4","4.5","3","2","3","3.5"
"4.5","4.25","4.25","2.5","2","3.5"
"2.3","3.1","2.7","1","4.8","4.2"
"3.2","3.6","2.4","2.6","2.9","4.5"
"3","3.5","4","3","4.25","4.75"
"1.8","2.1","2.8","1.9","3","4.3"
"2.25","4.5","4.25","1.75","2.5","4"
"3","4.5","1.25","2.75","3.75","4.25"
"2.6","3.67","2.22","3.25","2.62","4.62"
"3","2.9","2.4","3.4","2.8","3.5"
"4","3.1","2.3","4.1","3.2","3.9"
"2.8","4.2","3","2.2","3.4","2.2"
"3.5","2.6","3","2.6","3.1","3.4"
"4.5","1.25","1.75","3.75","3.25","3.75"
"3","3","3.5","2.6","3","3.6"
"4","3.25","1","2.5","2.75","4.25"
"2.5","2.75","2.5","3.5","2.25","3.5"
"3","3","1.5","2.5","3.5","4.25"
"2.9","2.8","2.1","2.4","3.3","3.2"
"3.6","4.7","1.8","3.2","3.3","4.7"
"1.1","2","2.2","2.3","4.7","4.8"
"3.4","2.1","2.9","4.3","2.9","2.6"
"3.7","3.3","1.9","4.7","2.2","4.2"
"4","2","1","4","1","1"
"3.2","2.5","3.8","3","3.1","2.2"
"3.3","3.1","2.2","1.4","2.3","2.1"
"4.4","4","2.3","2.5","4.1","4.2"
"3.2","2.4","1.9","3","2","4.3"
"3.64","1.7","1.9","4.5","1.6","3.55"
"2.75","3.25","4.25","2.5","2.75","2.5"
"2","5","4","2","5","4"
"1.91","3.55","4.75","3","1.6","2.8"
"3.4","4.5","2","2.6","2.9","3.4"
"3.6","3.8","2.7","3.3","2.6","3.2"
"4.5","2.5","2","2.25","2.5","4.5"
"4.6","3","1.7","1.7","4.5","4.9"
"3.5","4","2.7","2.9","4","3.5"
"3.3","4.2","2.4","3.3","2.1","4.3"
"3.7","4.2","2.2","3.3","2.6","3.4"
"4.25","4","1.75","3.25","1","2.25"
"3.7","2.6","3.2","2.5","4.9","2.8"
"4","1.25","3.25","4.5","1","5"
"4.75","3","3.75","2.5","4.5","4.25"
"3.3","4.8","2.4","2.4","4.5","4.1"
"3.25","2.5","3.5","3.5","2.5","3.25"
"2.25","3","2.75","3.5","3.75","3.25"
"3.4","2.1","4.8","1.8","2.8","2.8"
"3.4","3.3","4.4","3.7","3.3","4.5"
"2.8","2.5","2.1","2.1","3.4","3.2"
"4","3.75","3","4","2","1.75"
"2.3","3.8","3.5","3.2","4.1","4.2"
"3","1.9","2.3","3.5","3.2","4.3"
"2.5","4.75","4","2.25","4.75","5"
"4.25","5","1","3.75","2","4.75"
"3.9","3.9","1.1","3.7","2.6","3.2"
"2.2","4.6","2.9","3.3","1.9","3.8"
"3.1","2.5","3","2","4","4.5"
"3.5","4.5","3.25","3.5","3.25","2.5"
"2.9","3.9","2.8","2.2","4","2.8"
"4.1","3.7","2.1","3.4","3.5","3.9"
"2.9","3.5","2.5","2.8","2.6","4.5"
"3.1","1.8","2.9","1.7","3.9","4.3"
"2.7","2.8","2.4","3.3","2.7","4.6"
"3.25","2","3","3.25","3.5","4.25"
"4","1.75","3","3","4.25","2"
"3.5","5","3.1","3.2","4","4.5"
"3.4","3.3","2.5","2.1","1.6","3.6"
"3.4","3.2","2.6","4.2","3","4.5"
"4.75","2.75","1.75","3.25","4","3.5"
"2.8","3.9","2.5","2.5","3.6","3.9"
"4.25","3.5","1.25","3.25","2.25","3.75"
"3.2","3.4","2","3.4","1.7","4.6"
"5","3","2","3.75","1.25","3"
"4.4","3.8","2.3","3","3.3","3.7"
"4.3","2.7","2.3","3.3","3.3","3"
"4","4.25","1.5","1.25","4.75","4"
"3.1","3","3.1","3","3","2.4"
"4","4.75","2.5","3.25","3","4"
"2.4","2.9","3.2","2.3","3","4.5"
"2.36","4.3","2.2","1.8","3.2","4"
"4.25","2.75","1.25","3.75","3","3.5"
"3.6","5","3.4","2.1","4.2","4.2"
"3.75","3","1.75","1.75","2.5","3.25"
"2.7","3.2","2.5","2.3","2","2.6"
"3.2","3","2.1","3.3","2.5","3.3"
"2.3","3.5","2","2.8","3.2","3.8"
"4","3.5","1.5","2.25","2.5","3.25"
"2.9","3.7","3.5","3.6","2.8","3.9"
"3.2","1.7","3.8","2.8","3.6","3.9"
"2.8","2.8","1.9","2","4.2","4.45"
"2.8","2.2","2.5","2.5","3.3","4.5"
"1.8","4.1","3.2","3.7","1.6","3.1"
"1.55","2.3","4.3","2.1","2.09","4.1"
"2.2","1.4","3.4","2.6","3","4.2"
"3.25","2.75","3.25","3.5","3.25","3.25"
"3.1","5","3.1","2.8","4","4.4"
"2.25","2.25","3.5","2.25","3.5","2"
"3.75","4.25","3","1.75","4","3.5"
"2.9","2.4","2.1","3.2","2.6","3.2"
"3.5","3.8","1.8","2.7","3.4","3.1"
"1.75","4","3.5","2","3.25","3.5"
"5","2.5","1","5","4.25","3.75"
"1.7","3.9","3","3.2","2.8","4"
"3.4","3.3","3.3","3.3","3.2","3.9"
"3","1.5","3.75","2.25","1.5","3.75"
"2.7","4.1","2.8","2.6","3","3.9"
"3.6","2.9","2.7","4.1","3.7","4.5"
"4","3.5","3.5","5","2.5","4.5"
"3.5","4.25","1.5","2.5","1.75","3.75"
"3.3","4.8","1.7","3.8","2.5","3.4"
"3.2","3.3","2.6","2.5","2.1","3.9"
"2.8","3","5","3.2","2.1","1.9"
"4.1","2.8","3.2","3.5","3","3"
"2.9","2.4","2","3","2.8","2.6"
"1.2","3","4.6","1.6","4.5","4.7"
"2.6","2.3","2.1","2.5","2.2","3.1"
"2.5","4.25","2","1.25","2.75","3.5"
"3.75","3.75","4.75","3.75","4.5","5"
"3.4","3.4","2.4","2.2","2.2","3.5"
"3.55","4.09","3.4","3.7","3.64","2.9"
"3.3","3","3.3","3.1","2.7","3.2"
"4.25","1.5","4.25","2.75","4.75","4.25"
"4.1","2.6","2.9","2.5","2.8","4.7"
"3.5","4.75","1.5","2","3.75","3.75"
"3.4","1.7","2.8","4.2","1.6","3.1"
"1.8","2.5","3.5","2.5","2.2","3.1"
"3","3.25","2","2.5","2.75","3.5"
"3.5","3.8","3.7","2.7","3","3.3"
"1.7","3.3","4.1","1.5","1.8","3.6"
"4.7","4","1.1","3.9","3.4","2"
"2.4","3.8","3.6","2.1","2.8","4.8"
"2.9","1.6","2.2","3","2.7","4.4"
"4.4","2.9","4.1","3.3","3.4","4"
"4.25","2.5","2.25","4.25","3","5"
"3","1.7","2.8","3.3","2.5","4"
"2.1","2.6","2.2","3","2.4","2.9"
"2.25","3","1","4.25","2.25","3.5"
"3.4","1.8","2.5","3.2","2.5","3.4"
"4.1","2.4","1.9","2.2","3.6","4.3"
"3.5","3","1.75","3.5","2.75","4.25"
"2.8","2.8","2.9","3.6","2.9","4.2"
"4","1","2","3","5","5"
"4","1","4.6","2.2","1.8","1.2"
"1.6","2.2","1.4","3.3","4","4.5"
"3.6","3.2","2.4","2.3","2.7","3.8"
"2.8","3.6","4.64","3","3.5","3.3"
"3.2","4.6","2.4","2.8","3.3","3.7"
"3.25","4.75","3.25","3.25","3.5","4.25"
"2.7","4","3.4","2.6","3.6","4.6"
"2.3","3.8","1.7","3.4","4.2","4.1"
"3.4","4.17","2.3","2.2","2.1","4.44"
"4.7","2.5","1.9","3.4","4","4.9"
"3.6","3.1","2.2","2.6","2","2.6"
"3.9","4","3.1","3.3","2.3","3.4"
"4.5","2.4","2.5","4.1","2","2.5"
"2.75","4.25","4","5","2","4.5"
"4.8","4.6","1.5","3.6","4.2","4.9"
"3.5","3.5","2","3","4","3.75"
"3.4","4.6","3","2.2","3.4","4.1"
"4.75","3.25","2","2.5","1.5","3.25"
"3.3","3.7","2.8","3.2","2.9","4"
"3.7","2","4.4","3.1","2.7","5"
"4","4","2.2","3.8","3.2","4.6"
"2.5","3.25","2.25","3.75","2","3.5"
"3.6","3.9","2.7","2.2","4.5","3.5"
"2.8","1.64","3.27","2.55","2.4","2.1"
"3.7","3.2","3.9","2.5","2.2","2.8"
"4.2","3.2","2.4","3.8","3.9","4.7"
"2.3","2.6","2","3.8","3.5","3.4"
"3.5","3.75","2.5","3.5","3.75","4.5"
"4.1","2.6","3.2","4.1","2.4","4.5"
"3.06","3.64","3.18","3.46","2.62","2.6"
"4.75","2","2","4.25","3.75","4.75"
"3.6","1.7","2","3","2.1","3.1"
"4.25","1.5","5","4","3","4.75"
"1.6","1.1","3.9","3.2","2.8","2.4"
"3.7","3.7","2.5","3.6","2.6","2.6"
"3","3.25","2","1.25","3.25","3"
"3","2.5","4.2","2.5","3.9","4.3"
"2.8","2.7","3.2","1.3","4.2","4.3"
"2.6","3.3","1.9","3.3","3.6","3.5"
"3.2","3.4","3.7","3.8","2.9","4.3"
"2.9","3.9","2.8","2.9","2.5","3.2"
"3","4.25","1.75","3.25","3.75","4.25"
"2","4","3.25","2","3.5","4"
"4","2.8","3.2","3","2.4","2.8"
"3.9","3.7","3","3.1","3.3","4.1"
"4.25","2","1","3","1","1.75"
"2.25","2.25","4.5","4","4.75","1.75"
"3","3.4","3.1","2.7","3.2","2.7"
"2.7","3.9","2.9","2.2","3.4","3.6"
"2.5","3.7","3.5","3.5","3.8","3.6"
"4.8","3.8","1.3","2.8","3.5","4"
"4","4.25","4","3","3.75","3.75"
"3.4","3.2","3.1","3.1","2.8","3.8"
"3.8","3.7","1.4","3.4","2.9","3"
"3.75","3.75","1.25","1","3.25","2.75"
"3.5","4.2","3.6","3.4","2.7","4.3"
"2.5","2.5","3.4","4.6","1.7","2.6"
"2.8","2.4","3.5","3.1","1.7","3.2"
"3.75","3.75","2.5","2","3.75","2.5"
"2","2.9","3.3","3.7","2.9","4.6"
"3.9","3.1","1.5","3.9","1","4.1"
"2.5","4.5","2.7","3.3","2.8","3.6"
"4.25","4","1.75","3.5","4","4.75"
"2.8","3","1.6","4.1","1.9","2.73"
"3.4","3.6","2.5","3.2","3","3.9"
"4.5","1.75","2","3.25","2","4"
"1.8","2","3.4","1","1.8","3.4"
"3.75","4","1.5","3","3.75","4"
"2.6","3.4","3.8","2.5","4","3.6"
"3.2","3.8","3.2","2.4","3.9","4.4"
"3.25","4.25","3.25","4","2.5","4.5"
"4.2","1.6","3.3","4.1","4.8","5"
"3.3","4.2","3.1","2.4","2.7","4.1"
"2.75","2","4","3.5","4","4.75"
"2.1","3.6","3.2","4.1","2.8","3.8"
"4","2.75","3.5","2.25","4.25","4.5"
"2.8","2","2.6","3.5","3.1","3.7"
"3.4","4.6","1.4","2.4","3.1","3.9"
"3.1","2","3.1","2.2","3.3","3.1"
"3.75","3","1.5","3.75","3.5","3.5"
"4.5","2","1","5","1.75","4"
"3.2","2.7","1.9","3.1","2.7","3.6"
"2.6","2.9","1.6","3.7","2.7","3.6"
"3.5","2.6","2.9","3.3","4.1","4.6"
"2.9","3.2","2.8","2.8","2.7","3.4"
"3","5","1","1","1","3"
"3.25","4.5","3.5","2","4.5","3.75"
"3","4.5","2.25","1.5","2.25","3.75"
"2.75","2.25","3.5","3.25","3","4.5"
"2.4","1.6","2.7","4.3","3","3.2"
"2.3","3.2","1.1","3.3","2.3","3.6"
"4","2.9","3.3","3.4","2.5","4.5"
"3.8","3.6","2.3","3.1","3.3","3.5"
"2.9","3.5","3.7","2.7","2.5","4.3"
"2.4","3","3.7","1.9","4.1","4.5"
"4.7","3.1","3.2","2.9","3.5","4.4"
"3.1","1.4","3.1","3.6","2.3","3.9"
"3","1.7","3.6","3.9","4.3","4.6"
"4.1","2.9","3.2","3.5","4.3","4.2"
"3.3","2.9","1.6","3.2","1.4","2.7"
"3.1","4.3","3.2","2.6","3.7","3.7"
"4.1","2.3","3.1","2.8","3.6","4.3"
"3.5","1.8","2.2","2.18","3.4","4"
"2.7","2.7","3","2.3","3.5","4.1"
"3","3.2","2.2","2.3","2.8","4.4"
"2.6","3.8","2.9","2.55","2.7","3.6"
"2.9","3.9","2.6","1.4","4.1","3.4"
"3.2","3.2","2.9","3.3","3","3.4"
"3.5","2","3","2","4","5"
"4.25","3.75","1.25","2.5","3.5","4"
"2.8","4","2.4","2.5","3.3","3.7"
"2.9","3.8","3.6","3.2","3.6","4.4"
"3.7","4.5","2.2","3.5","1.8","3.8"
"3.25","3.25","4.25","3.25","2","4.75"
"2.5","1.9","2.1","3","1.9","4.5"
"1.75","1.5","3.5","1.75","4.75","4.25"
"3.7","3.9","1.7","2.7","2.2","1.5"
"2.9","3.5","3.7","3.1","2.9","2.9"
"3.2","1.6","2.3","3.4","3","4.3"
"3.4","3.5","2.9","3","3.4","3.1"
"4.1","4.1","2.8","2.5","3.7","4.3"
"2.7","4.5","1.8","3.3","2.6","4.7"
"3.4","4.1","1.2","2.4","2.1","2.3"
"2.33","2.5","1.7","2.1","4.1","3.75"
"4.8","2.5","2.9","4.8","4.5","3.7"
"4","2","2","2.25","3.25","4.25"
"4.2","3.4","2.7","4.1","4.6","4.9"
"1.5","4.4","4.3","1.8","1.9","1.9"
"4.1","3.7","2.5","3.2","4.1","4.2"
"4.2","3.5","1.6","3.4","3.2","3.7"
"2","3.5","3.3","4.1","2.4","3.8"
"2.8","3.3","3","2.3","3.1","4.2"
"3","3.75","3.75","3","3.5","4.25"
"3.7","2.1","3.5","4.1","3.4","4.4"
"4.25","3.75","1.5","4.75","2.75","5"
"3.2","3.6","2.3","2.5","2.5","3.3"
"3.9","3.8","2.4","1.6","3.7","3.2"
"3.6","4.2","2.3","2.3","4.4","2.1"
"4.25","2.25","3.5","3.75","3.25","4.75"
"4","3.5","3.5","3.1","1.9","4.3"
"2.27","3.7","4","3.2","2.1","3.1"
"3.2","4.2","2","3.6","2.8","2.8"
"2.4","2.5","3.4","3","2.6","4.5"
"1.5","2.3","2.7","2.8","2.9","4.8"
"3.6","4.1","3","3.2","3","3.1"
"3.5","1.75","4.25","3.75","4.5","5"
"3","5","2","1","1","1"
"3.25","4.75","1.75","4","2.75","4.25"
"3.7","4.1","1.9","3.1","3.2","3.8"
"3.4","3","1.8","3.5","2.8","3.6"
"3.8","4.1","1.4","2.8","3","4.3"
"3.75","3","2.5","2.25","5","4.75"
"3.5","2.5","2.25","1.75","2.25","1"
"2.6","4","1.9","2.3","3.2","3.2"
"2.2","1","3.4","1.8","3","4.6"
"2.9","3.5","2.8","1.6","4","2.7"
"3.3","3.4","2.9","2","2.2","3.1"
"3.2","2.5","3.4","3.6","1.8","4.4"
"3.5","3.5","4.75","5","4.75","3.5"
"3.4","4.3","3.6","3.2","4","4.6"
"3","3.6","3.3","2.1","3.7","4.1"
"3","4.3","2.8","3.5","2.3","3.6"
"2.8","2.5","3","2.7","4","4.9"
"4","1.6","3.4","2.6","3.4","4.6"
"3.5","4.25","3.25","1.75","4","3.75"
"3.3","1.7","4.4","1.7","3.6","3.2"
"2.5","3.7","1.8","3.6","1.8","2.3"
"2.2","4.7","1.6","2.4","1.9","3.9"
"3.3","3.7","3.4","1.9","2.2","3.6"
"3.2","2.3","2.3","2.3","3.2","3.7"
"2.8","3.1","2.9","2.3","3.1","3"
"4.25","3.5","3.25","3.75","3.25","3.75"
"2.6","4.3","1.6","4.6","2.6","2.2"
"3.5","3","4","3.5","3.5","3"
"3.1","3.4","2.4","3.3","2.3","3.1"
"3.3","2.7","4.2","3.3","3.2","3.9"
"3.4","3.7","3.3","3.1","2.7","4.4"
"4.4","3.9","1.6","2.7","3.9","3.9"
"4.5","3.75","2.75","3","3.5","4.5"
"3","2.6","3.9","3.3","2.6","2.7"
"3.4","3.9","2.4","2.3","2.7","2.7"
"3.5","3.75","3.5","1.25","3","3"
"3.9","3.5","3.3","4.2","3.4","3.8"
"2.25","3.75","3.5","3","3.5","3"
"3","3.75","4.5","2.25","4.25","4.25"
"3","2.75","1.75","4","4.75","3"
"2.6","1","2.6","2.6","2.2","4.2"
"3.7","4.3","3.4","3.7","3","4.4"
"3.3","2.2","3.7","4.2","2.7","2.8"
"4.2","2.2","2.2","3.5","2.8","3.3"
"2","4","1","1","1","1"
"3.75","3","3","3.5","4","4.5"
"3.9","3.6","4.5","4.2","2.9","4.5"
"3","4.4","2.8","1.7","2.6","2.9"
"3.3","2.6","1.8","2.6","2.5","3.5"
"4.1","4.1","3.4","3.6","4.3","3.5"
"3.5","3.5","3.2","4.4","3.5","4.2"
"4.25","3.5","3","3","4.25","5"
"3.5","3","2","1.75","3","1.75"
"2.8","3","4","4.17","1.75","2.27"
"4.5","2.25","2","3.25","2.25","3"
"4.6","4.2","3.2","2.6","2.3","4"
"2.8","3.73","4.55","2.36","2.4","2.8"
"3.3","3.3","1.8","2.2","2.7","3.2"
"3.7","1.5","3.2","2.8","2","3"
"2.54","3.85","3.69","2.15","3.4","3.91"
"4.4","3.4","2.8","1.5","3","3.7"
"2.4","3.4","2.9","3.4","3.8","4.4"
"3.2","3.9","2.9","1.9","2.7","4"
"2.8","4.8","3.5","3.2","3.5","4"
"2.3","2.8","1.8","3.1","2.4","2.4"
"4","1.8","3","3.7","2.5","4.6"
"3.9","3","3.2","4","3.4","3.7"
"3.9","4.4","1.7","1.4","3.4","3.5"
"3.27","3.55","4","3.55","2.7","4.25"
"3.7","3.5","4.5","2.3","3.8","3.3"
"3.2","2","3.1","2.8","3.6","3.3"
"2.75","5","5","2.75","4.75","1.25"
"2.1","2","3.5","3.3","1.6","4"
"3.7","2","3","1.8","2.2","4.4"
"3.9","2.9","2.6","2.7","3.1","3.4"
"3.2","4.6","2.8","1.6","3.8","1.9"
"3.2","1.6","3.7","3.9","2.8","4"
"3.5","3.5","1.75","3.25","2","4.75"
"2.7","3.9","3.7","3.4","2.5","4.3"
"2.2","2.09","2.5","3","2.9","4.6"
"4.2","3.6","2.5","4","3.8","5"
"3.8","4.6","3.2","1.1","4.6","5"
"4","3.5","2.75","2","2.25","3"
"2.75","4.25","1.75","1","1.5","4"
"1.4","4","3.4","3.6","3.2","3.4"
"3.6","4.1","2.1","2.1","2.7","2.1"
"3.2","2.1","3.1","2.9","1.8","3.5"
"3.6","1.5","4.9","3","2.8","4.9"
"3","3.75","2","1.75","4.25","3.75"
"3.3","3.5","1.9","3.2","3","3.9"
"3.7","2.3","2.2","3.1","2.2","2.9"
"3.75","1.5","2.75","3.75","2.5","4"
"2.4","3.5","2.9","1","4.8","4.2"
"4","3","5","5","5","5"
"3.6","2.9","3.7","3.6","2.7","4.1"
"1.6","1.9","2.64","1.91","4.9","2.27"
"2.7","2.6","2.3","2.9","2.9","4.4"
"4.1","3.9","1.9","3.2","4.6","4.6"
"3.5","2.8","2.5","3","2.9","3.9"
"2.3","3.5","2.7","3.1","2.5","3.7"
"4.4","1.4","3.1","3.5","3.8","4.4"
"3","1.8","2.8","3.5","2.5","3"
"2.7","4.2","1.5","2.4","2.8","2.5"
"2.7","3.4","2.6","1.7","2.9","3.1"
"3.5","4","4.5","3.25","1.5","1.75"
"3.2","3.9","2.6","2.4","3.1","3.8"
"2.7","1.7","4.2","2.7","2.7","4.2"
"1","1.5","2.25","2","4","3.75"
"2.7","2.9","3.2","2.1","2.5","2.6"
"3.6","3.2","2.8","1.4","3","3.9"
"3","5","1","1.75","2.25","4.5"
"3.5","3.75","3.75","3","4","2.75"
"3.4","2.2","3.5","2.7","3.5","4.4"
"3.4","3.3","2.3","2","2.7","3.1"
"3","3.2","3","1","3.8","3.5"
"3.5","2.1","2","3.4","3.2","3.2"
"4","4.5","1.75","2.25","4","2.5"
"3.5","3.2","2.2","3.5","3.2","4.5"
"2.2","4.2","3.4","4.1","2.3","3.3"
"2.4","3.6","2.1","3.2","1.9","2.5"
"3.9","4.8","1.2","3.7","4.1","4.2"
"3.25","2","3.25","5","4","2.5"
"4.75","2","3","3.75","3","4.5"
"3.4","2.6","3.2","2.2","2.8","3.3"
"3.36","4.5","4.3","3.67","1.5","3"
"3.6","4.1","3.3","3.1","3","4.3"
"3.5","4.8","1.6","3.5","4.4","4.5"
"4.1","1.8","5","4.3","4","4.9"
"2.5","1.5","2.4","1.4","2.8","2.3"
"4.2","3.6","2.7","3","2.9","2.3"
"3","2","1.75","3.75","3.75","3"
"5","3","1.5","3.25","3.75","4.5"
"3.5","2.75","2.25","2","3.75","4.25"
"3","3.25","3.5","2.75","3","3.75"
"2.2","3","3.2","3","4.1","3.2"
"3","2.3","3.4","2.2","2.8","3.6"
"4","2.8","3.7","3.4","3.9","4.1"
